status,priority,book,subject,page,numberCandidate,markerType,ocrLine,ocrPreview,extractedIds,extractedQuestion
추출됨,낮음,최신 송배전공학,송배전공학,370,9.2,word,"예제 9.2 ( 파동 임피던스 2, = 400[Q]e 선로의 종단에 파동 임피던스 , =1,200[0]2","예제 9.2 ( 파동 임피던스 2, = 400[Q]e 선로의 종단에 파동 임피던스 , =1,200[0]2 변압기가 접속되어 있다. 지금 선로로부터 파고 , = 800[ /]1의 전압이 진입하 였다. 접속점에 있어서의 전압의 반사파, 투과파를 구하여라.",ex-song-0370-02,"( 파동 임피던스 2, = 400[Q]e 선로의 종단에 파동 임피던스 , =1,200[0]2 변압기가 접속되어 있다. 지금 선로로부터 파고 , = 800[ /]1의 전압이 진입하 였다. 접속점에 있어서의 전압의 반사파, 투과파를 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,371,9.3,word,( 에제 9.3 j 그림 9.50] 나타낸 바와 같이 변압기의 중성점이 변압기와 같은 크기(값)의 파동,( 에제 9.3 j 그림 9.50] 나타낸 바와 같이 변압기의 중성점이 변압기와 같은 크기(값)의 파동 임피던스를 가진 리액터로 접지되고 있다. 만일 이때 변압기의 1권선에 전압의 진 입파가 침입해 왔을 경우 중성점의 전위는 얼마로 되겠는가,ex-song-0371-01,"j 그림 9.50] 나타낸 바와 같이 변압기의 중성점이 변압기와 같은 크기(값)의 파동 임피던스를 가진 리액터로 접지되고 있다. 만일 이때 변압기의 1권선에 전압의 진 입파가 침입해 왔을 경우 중성점의 전위는 얼마로 되겠는가 변압기 ~ n ey 변압기와 중성점의 리액터의 파동 임피던스를 어느 것이나 ZZ 나타내면 4] (9.16)으 로부터 전류의 부과파 , 는 다음과 같이 된다. 26 Fat"
추출됨,낮음,최신 송배전공학,송배전공학,379,9.6,word,"(/ 이제 9.6 j 그림 9.132 같이 파동 임피던스 % = 500[ㅇ] 및 , = 400[으]의 2개의 선로의","(/ 이제 9.6 j 그림 9.132 같이 파동 임피던스 % = 500[ㅇ] 및 , = 400[으]의 2개의 선로의 접속점 Pol 피뢰기를 설치하였을 경우 의 선로로부터 파고 = 600[ /]의 전압파가 내습하였다. 선로 에의 전압 투과파의 파고를 250[ /]로 억제하기",ex-song-0379-01,"j 그림 9.132 같이 파동 임피던스 % = 500[ㅇ] 및 , = 400[으]의 2개의 선로의 접속점 Pol 피뢰기를 설치하였을 경우 의 선로로부터 파고 = 600[ /]의 전압파가 내습하였다. 선로 에의 전압 투과파의 파고를 250[ /]로 억제하기 위해서는 피뢰기의 저항 의 값은 얼마로 하면 되겠는가 P qu aL 3317)"
추출됨,낮음,최신 송배전공학,송배전공학,380,9.7,word,( 여제 9.7 j 파고값 25[kA]Ol 장방형(구형)의 전류파가 가공 지선상을 최종단 철탑올 향해,"( 여제 9.7 j 파고값 25[kA]Ol 장방형(구형)의 전류파가 가공 지선상을 최종단 철탑올 향해 내습하였을 경우 BHO] 전위는 얼마로 되겠는가 Et, 가공 지선의 파동 임피던 A Z=500[0], AB 접지 MSR, = 10[으]라 하고 기타의 정수는 무시한다.",ex-song-0380-01,"j 파고값 25[kA]Ol 장방형(구형)의 전류파가 가공 지선상을 최종단 철탑올 향해 내습하였을 경우 BHO] 전위는 얼마로 되겠는가 Et, 가공 지선의 파동 임피던 A Z=500[0], AB 접지 MSR, = 10[으]라 하고 기타의 정수는 무시한다. 그림 9.14는 이 BA] 설명도이다. 여기서 ,, iE 전압, AH] 내습파이고 ,, AE 이의 반사파, 그리고 e, = 철탑에 대한 투과"
추출됨,낮음,최신 송배전공학,송배전공학,406,10.3,word,(의제10.3 그림 10.129 같은 송전 계통에서 변전소로부터 Ofkm] 떨어진 점에서 각각,(의제10.3 그림 10.129 같은 송전 계통에서 변전소로부터 Ofkm] 떨어진 점에서 각각 (1) 3상 단락 고장 (2) 1선 지락 고장,ex-song-0406-01,"그림 10.129 같은 송전 계통에서 변전소로부터 Ofkm] 떨어진 점에서 각각 (1) 3상 단락 고장 (2) 1선 지락 고장 이 발생하였을 때의 3상 단락 전류( ,)와 1선 지락 전류( )를 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,408,10.4,word,(의제 10.4 앞 메제에서 지락 고장이 각각 Of 40[으]일 때의 1선 지락 전류를 구하여라.,"(의제 10.4 앞 메제에서 지락 고장이 각각 Of 40[으]일 때의 1선 지락 전류를 구하여라. 여제 10.8에서 zy BX 2,681 100",ex-song-0408-01,앞 메제에서 지락 고장이 각각 Of 40[으]일 때의 1선 지락 전류를 구하여라.
추출됨,낮음,최신 송배전공학,송배전공학,417,10.9,word,"(여제 10.9 j 그림 10.19에서 GE 1,000[kVA]2t 2,000[ kVA] 갖는 소수력 발전소로서 발","(여제 10.9 j 그림 10.19에서 GE 1,000[kVA]2t 2,000[ kVA] 갖는 소수력 발전소로서 발 전소 내에는 정격 차단 용량 ASO[MVAIS] 차단기가 사용되고 있다. 이 발전소를 10,000[kVA]2 주변압기를 갖는 인접한 변전소 5와 연계해서 운전하고자 할 경",ex-song-0417-01,"j 그림 10.19에서 GE 1,000[kVA]2t 2,000[ kVA] 갖는 소수력 발전소로서 발 전소 내에는 정격 차단 용량 ASO[MVAIS] 차단기가 사용되고 있다. 이 발전소를 10,000[kVA]2 주변압기를 갖는 인접한 변전소 5와 연계해서 운전하고자 할 경 우 발전기의 차단기는 절체하지 않고 연계선에 한류 리액터 를 삽입하려고 한 다. 이때 의 리액턴스는 얼마로 하면 되겠는가 "
추출됨,낮음,최신 송배전공학,송배전공학,434,11.3,word,(의제 11.3 if 변전소에서 접지를 하는 목적을 설명하여라.,(의제 11.3 if 변전소에서 접지를 하는 목적을 설명하여라. 366 변전소어서 접지를 하는 목적은 O 기기의 보호,ex-song-0434-01,if 변전소에서 접지를 하는 목적을 설명하여라.
추출됨,낮음,최신 송배전공학,송배전공학,438,11.8,word,(의제 11.8 그림 11.140] 보이는 바와 같은 전력 계통이 있다. 각 부분의 %2는 그림에서와 같,(의제 11.8 그림 11.140] 보이는 바와 같은 전력 계통이 있다. 각 부분의 %2는 그림에서와 같 으며 이들은 모두 100[MVA 기준으로 환산된 것이라고 한다. 이 전력 계통에서 차단기 a 및 차단기 의 차단 용량은 각각 얼마로 하여야 하는가,ex-song-0438-01,"그림 11.140] 보이는 바와 같은 전력 계통이 있다. 각 부분의 %2는 그림에서와 같 으며 이들은 모두 100[MVA 기준으로 환산된 것이라고 한다. 이 전력 계통에서 차단기 a 및 차단기 의 차단 용량은 각각 얼마로 하여야 하는가 b dj 8 ae 6 51%] 3[%] 다 000 다 다 Oe 7 a 다 000 다 다 = ) em RS 440 고장 전류 중 0,으로부터의 성분을 Ja, 0"
추출됨,낮음,최신 송배전공학,송배전공학,440,1.10,word,(의제 1.10 j 최근 우리 나라에서의 변전소에 관한 새로운 AST 운용 추세에 대해 설명하여,"(의제 1.10 j 최근 우리 나라에서의 변전소에 관한 새로운 AST 운용 추세에 대해 설명하여 라. (1) 변전소의 고전압, 대용량화",ex-song-0440-01,"j 최근 우리 나라에서의 변전소에 관한 새로운 AST 운용 추세에 대해 설명하여 라. (1) 변전소의 고전압, 대용량화 1970년대 중반 이후 우리 나라에서도 345[kV] 변전소가 건설되고 계동 강화를 위 해서 345[kV] 변전소가 계속 건설됨과 동시에, 송전 용량의 증대에 따라 단일 변전 소 S48 2,000~4,000[MVA]2 대형화하는 등 계속 고전압 대용량화의 추세를 보이고 있다"
추출됨,낮음,최신 송배전공학,송배전공학,440,1.11,word,(의제 1.11 j 최근 우리 나라 전력 계통에서도 많이 사용되고 QE SCADA 시스템에 대해 설,(의제 1.11 j 최근 우리 나라 전력 계통에서도 많이 사용되고 QE SCADA 시스템에 대해 설 명하여라. 최근 전력 시스템의 대용량화에 따라 고신뢰성 운용의 필요성이 날로 중대하고 있는 가,ex-song-0440-02,"j 최근 우리 나라 전력 계통에서도 많이 사용되고 QE SCADA 시스템에 대해 설 명하여라. 최근 전력 시스템의 대용량화에 따라 고신뢰성 운용의 필요성이 날로 중대하고 있는 가 운데, 특히 컴퓨터의 등장으로 정보 처리의 자농화 및 감시 제어의 자동화를 이룩함으 로써 더욱 효율적인 운용이 이루어지고 있다. 이러한 시스팀 중의 하나가 원방 감시 제 O (Supervisory Control An"
추출됨,낮음,최신 송배전공학,송배전공학,455,121,word,(에제121 어떤 공장이 있다. 이 공장이 가까운 변전소로부터 수전하고자 할 경우 선택할 수,"(에제121 어떤 공장이 있다. 이 공장이 가까운 변전소로부터 수전하고자 할 경우 선택할 수 있는 수전 방식(회로 BANS 열거하고 각각의 특징을 설명하여라. 먼저 수전 전압의 선정은 수전 용량, 공장의 지리적 조건 SS 고려해서 전력 회사측과",ex-song-0455-01,어떤 공장이 있다. 이 공장이 가까운 변전소로부터 수전하고자 할 경우 선택할 수 있는 수전 방식(회로 BANS 열거하고 각각의 특징을 설명하여라.
추출됨,낮음,최신 송배전공학,송배전공학,461,12.5,word,(의제12.5 j 배전 선로의 선간 전압을 3.3[( /]에서 6.6[kV]E BAS 경우 같은 전선을 사용,"(의제12.5 j 배전 선로의 선간 전압을 3.3[( /]에서 6.6[kV]E BAS 경우 같은 전선을 사용 하면 같은 전력 및 같은 전력 손실 하에서 송전 거리는 몇 배로 늘어나겠는가 승압 전 전압을 VY, SUF 전압을 라 하면 같은 전력이므로 역률이 같다면",ex-song-0461-01,"j 배전 선로의 선간 전압을 3.3[( /]에서 6.6[kV]E BAS 경우 같은 전선을 사용 하면 같은 전력 및 같은 전력 손실 하에서 송전 거리는 몇 배로 늘어나겠는가 승압 전 전압을 VY, SUF 전압을 라 하면 같은 전력이므로 역률이 같다면 P = V3 640050 = 73 40060 . 4 6 66 0 BUY 33 1 제의에 따라 전력 손실은 같으므로 3RR, =38R, . Ay. "
추출됨,낮음,최신 송배전공학,송배전공학,471,12.6,word,(의제 12.6 j 220[V] 단상 2선식 배젼에 의한 BP 220[V] 3상 3선식 배전에 의한 경우에,"(의제 12.6 j 220[V] 단상 2선식 배젼에 의한 BP 220[V] 3상 3선식 배전에 의한 경우에 있어서 배전선의 길이, 배젼선에 사용되는 전선의 총중량 및 전선 내의 전력 손실 이 같다고 할 경우 각 방식으로 보낼 수 있는 전력을 비교하여라. 단, 부하의 역률",ex-song-0471-01,"j 220[V] 단상 2선식 배젼에 의한 BP 220[V] 3상 3선식 배전에 의한 경우에 있어서 배전선의 길이, 배젼선에 사용되는 전선의 총중량 및 전선 내의 전력 손실 이 같다고 할 경우 각 방식으로 보낼 수 있는 전력을 비교하여라."
추출됨,낮음,최신 송배전공학,송배전공학,473,12.8,word,(의제12.8 f 전선의 HAE 같은 3상 3선식 220[V] 배전선과 단상 2선식 10[ /] 배전선이 있,"(의제12.8 f 전선의 HAE 같은 3상 3선식 220[V] 배전선과 단상 2선식 10[ /] 배전선이 있 Ch 선로 길이, 부하 전력 및 역률이 같을 경우 3상 3선식 배전선과 단상 2선식 배 전선의 선로 손실의 비틀 구하여라.",ex-song-0473-01,"f 전선의 HAE 같은 3상 3선식 220[V] 배전선과 단상 2선식 10[ /] 배전선이 있 Ch 선로 길이, 부하 전력 및 역률이 같을 경우 3상 3선식 배전선과 단상 2선식 배 전선의 선로 손실의 비틀 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,484,13.1,word,(의제 13.1 직류 선로에서의 전압 강하을 및 전압 변동률에 대해서 설명하여라.,"(의제 13.1 직류 선로에서의 전압 강하을 및 전압 변동률에 대해서 설명하여라. 직류 선로에서는 인덕턴스를 생각할 필요가 없기 때문에(곧 이 경우에는 AB, = Ho 다.) 전압 변동룰과 전압 강하을은 서로 같게 된다. 지금 244] 직류 선로에 대해서 생",ex-song-0484-01,직류 선로에서의 전압 강하을 및 전압 변동률에 대해서 설명하여라.
추출됨,낮음,최신 송배전공학,송배전공학,487,13.2,word,"(의제13.2 j 3상 3선식 고압 배전선로의 말단에 3, OOOLKW], 역률 80[%](지상)의 부하가 접","(의제13.2 j 3상 3선식 고압 배전선로의 말단에 3, OOOLKW], 역률 80[%](지상)의 부하가 접 속되어 있다. 부하단의 전압을 20,400[ ]라고 하면 SAS 전압은 얼마인가 또 한 이때의 전압강하율은 얼마인가 단, 선로의 임피던스는 1선당 0.5 + j1.0[0]",ex-song-0487-01,"j 3상 3선식 고압 배전선로의 말단에 3, OOOLKW], 역률 80[%](지상)의 부하가 접 속되어 있다. 부하단의 전압을 20,400[ ]라고 하면 SAS 전압은 얼마인가 또 한 이때의 전압강하율은 얼마인가 단, 선로의 임피던스는 1선당 0.5 + j1.0[0] 이라고 한다. 송ㆍ수전단 전압을 각각 Vv, VV), 부하 ASS 0050, 부하전력을 PW), 부하전류 를 7[시라고 하면 "
추출됨,낮음,최신 송배전공학,송배전공학,488,13.3,word,(의제 13.3 j 3상 3선식 1회선 배전선로의 말단에 역률 80[%](지상)의 평형 3상부하가 있다.,"(의제 13.3 j 3상 3선식 1회선 배전선로의 말단에 역률 80[%](지상)의 평형 3상부하가 있다. 변전소 인출구(곧 송전단) AO] 22,900[V], 부하의 단자전압이 20,600[ ]일 때 부하전력은 몇 [( ]인가 Et, 전선 1가닥당의 저항은 1.4[ㅇ)], 리액턴스는",ex-song-0488-01,"j 3상 3선식 1회선 배전선로의 말단에 역률 80[%](지상)의 평형 3상부하가 있다. 변전소 인출구(곧 송전단) AO] 22,900[V], 부하의 단자전압이 20,600[ ]일 때 부하전력은 몇 [( ]인가 Et, 전선 1가닥당의 저항은 1.4[ㅇ)], 리액턴스는 1.8[0]이라 하고 기타의 선로정수는 무시한다. 배전선의 전압 강하 ㅇ[ 는 선전류를 라고 하면 식 (13.20)으로부터 ="
추출됨,낮음,최신 송배전공학,송배전공학,489,13.5,word,"(의제13.5 j 저항이 [AQ], 리액턴스가 14[0]인 22.9[kV] 배전 선로에서 수전단의 피상 전","(의제13.5 j 저항이 [AQ], 리액턴스가 14[0]인 22.9[kV] 배전 선로에서 수전단의 피상 전 력이 10,000[/], 송전단 전압이 22.9[kV], 수전단 전압이 20.6[]이면 수 전단 역를은 얼마인가",ex-song-0489-01,"j 저항이 [AQ], 리액턴스가 14[0]인 22.9[kV] 배전 선로에서 수전단의 피상 전 력이 10,000[/], 송전단 전압이 22.9[kV], 수전단 전압이 20.6[]이면 수 전단 역를은 얼마인가 선전류는 피상 전력으로부터 직접 구할 수 있으므로 1000 _ ne 277 A] V, = V+ V31(Reosd + Xsiné) 9] 관계로부터 22.9 = 20.64 /3 x 277 x "
추출됨,낮음,최신 송배전공학,송배전공학,502,13.1,word,"(의제 13.1 용량 100[ 44], 6,600/105[ /]인 변압기의 철손이 11000], 전부하 동손이","(의제 13.1 용량 100[ 44], 6,600/105[ /]인 변압기의 철손이 11000], 전부하 동손이 1.25[6 0]이다. 이 변압기의 효율이 최고로 될 때에 부하[ ]는 얼마인가 또, 이 변압기가 무부하로 18시간, 역률 100[%]의 반부하로 4시간, 역를 80[%]의 전",ex-song-0502-01,"용량 100[ 44], 6,600/105[ /]인 변압기의 철손이 11000], 전부하 동손이 1.25[6 0]이다. 이 변압기의 효율이 최고로 될 때에 부하[ ]는 얼마인가 또, 이 변압기가 무부하로 18시간, 역률 100[%]의 반부하로 4시간, 역를 80[%]의 전 부하로 2시간 운전된다고 할 때 이 변압기의 전일 SSS 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,509,13.12,word,(에제 13.12 역를 0.6의 유도 전동기 부하 30[kW]Lt 전열기 부하 25[ ]가 있다. 이 부하에,(에제 13.12 역를 0.6의 유도 전동기 부하 30[kW]Lt 전열기 부하 25[ ]가 있다. 이 부하에 공급할 주상 변압기의 SAKVAIS 얼마로 하면 적당하겠는가 제의에 따라,ex-song-0509-01,역를 0.6의 유도 전동기 부하 30[kW]Lt 전열기 부하 25[ ]가 있다. 이 부하에 공급할 주상 변압기의 SAKVAIS 얼마로 하면 적당하겠는가 제의에 따라 부하의 유효 Ae P=30+25=55[kW] 부하(전동기)의 무효 전력 Q. = Wind = a + sino= 22x y=08F= 40lkVer] ( 전열기의 역률은 100[%]임) 따라서 부하의 합성 피상 전력 W= (유효 전력
추출됨,낮음,최신 송배전공학,송배전공학,511,13.16,word,(의제13.16 어느 지역에서의 전등 수용가의 SAY) 용량(보유 설비의 ])은 120[( 4]로,"(의제13.16 어느 지역에서의 전등 수용가의 SAY) 용량(보유 설비의 ])은 120[( 4]로 서 각 수용가의 수용률은 어느 곳이나 0.5라고 한다. 이 수용가군을 설비 용량 SOLKW], 40100] 및 30[kW]9] 3군으로 나누어 그림 13.15처럼 변압기, 21, 7",ex-song-0511-01,"어느 지역에서의 전등 수용가의 SAY) 용량(보유 설비의 ])은 120[( 4]로 서 각 수용가의 수용률은 어느 곳이나 0.5라고 한다. 이 수용가군을 설비 용량 SOLKW], 40100] 및 30[kW]9] 3군으로 나누어 그림 13.15처럼 변압기, 21, 7 및 7,22 공급할 때 각 변압기마다의 종합 최대 수용 전력 및 평균 수용 전력, 고 압 간선에 걸리는 최대 부하 및 종합 HOS"
추출됨,낮음,최신 송배전공학,송배전공학,527,14.1,word,"(예제 14.1 j 단상 교류 회로에서 AB 두 점간에 전압은 3,000[ /]이다. 지금 HAS 올려 주기","(예제 14.1 j 단상 교류 회로에서 AB 두 점간에 전압은 3,000[ /]이다. 지금 HAS 올려 주기 위해서 33300/220[ 0]의 변압기를 다음 그림처럼 접속해서 40[( ]의 전력을 전등 부하에 공급하고자 한다. 이때 승압기의 용량은 얼마로 하여야 하는가",ex-song-0527-01,"j 단상 교류 회로에서 AB 두 점간에 전압은 3,000[ /]이다. 지금 HAS 올려 주기 위해서 33300/220[ 0]의 변압기를 다음 그림처럼 접속해서 40[( ]의 전력을 전등 부하에 공급하고자 한다. 이때 승압기의 용량은 얼마로 하여야 하는가 이 Baie 권수비= 205, 부하측의 az 전압은 식 (14.1)로부더 Ag Mi 30000 Ee BS z =s,000 1+ 4 - 3,2"
추출됨,낮음,최신 송배전공학,송배전공학,527,14.2,word,"(에제 14.2 3상3선식 3000[4 ], 200[ /]의 배전 선로의 전압을 37100[ /]로 승압하기 위","(에제 14.2 3상3선식 3000[4 ], 200[ /]의 배전 선로의 전압을 37100[ /]로 승압하기 위 해서 단상 변압기 3대를 다음 그림과 같이 접속하였다. 이 변압기의 1차, 2차 전압 및 SSS 구하여라. 단, 변압기의 손실은 무시하는 것으로 한다.",ex-song-0527-02,"3상3선식 3000[4 ], 200[ /]의 배전 선로의 전압을 37100[ /]로 승압하기 위 해서 단상 변압기 3대를 다음 그림과 같이 접속하였다. 이 변압기의 1차, 2차 전압 및 SSS 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,536,14.3,word,"(의제 14.3 j 어떤 공장의 3상 부하가 20[kW], 역률이 60[%](지상)라고 한다. 이것을 역를","(의제 14.3 j 어떤 공장의 3상 부하가 20[kW], 역률이 60[%](지상)라고 한다. 이것을 역를 80[% 로 개선하기 위해서 소요되는 콘덴서의 용량[]를 구하여라. 또, 이 콘 덴서에 걸리는 전압이 200[ /]라고 하면 그 정전 용량[/사]은 얼마로 되겠는가",ex-song-0536-01,"j 어떤 공장의 3상 부하가 20[kW], 역률이 60[%](지상)라고 한다. 이것을 역를 80[% 로 개선하기 위해서 소요되는 콘덴서의 용량[]를 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,537,14.4,word,(이제 14.4 OL 수용가가 당초 역률 80[%] (지상)로 60[ /]의 부하를 사용하고 있었는데,(이제 14.4 OL 수용가가 당초 역률 80[%] (지상)로 60[ /]의 부하를 사용하고 있었는데 새로이 역률 60[%] (지상)인 40[ ]의 부하를 추가해서 사용하게 되었다. 이때 콘덴서로 합성 역률올 90[%]로 개선하려고 할 경우 이에 소요될 콘덴서 용량 Q,ex-song-0537-01,OL 수용가가 당초 역률 80[%] (지상)로 60[ /]의 부하를 사용하고 있었는데 새로이 역률 60[%] (지상)인 40[ ]의 부하를 추가해서 사용하게 되었다. 이때 콘덴서로 합성 역률올 90[%]로 개선하려고 할 경우 이에 소요될 콘덴서 용량 Q 를 구하여라.
추출됨,낮음,최신 송배전공학,송배전공학,537,14.5,word,"(예제14.5 j 3[07]의 3상 3선식 배전 선로의 말단에 1,000[kW], 역률 80[%)(지상)의 부하","(예제14.5 j 3[07]의 3상 3선식 배전 선로의 말단에 1,000[kW], 역률 80[%)(지상)의 부하 가 접속되어 있다. 지금 전력용 콘덴서로 역률이 100[%]로 개선되었다면 이 선로 의",ex-song-0537-02,"j 3[07]의 3상 3선식 배전 선로의 말단에 1,000[kW], 역률 80[%)(지상)의 부하 가 접속되어 있다. 지금 전력용 콘덴서로 역률이 100[%]로 개선되었다면 이 선로 의 (1) 전압 강하 (2) 전력 손실 은 역률 개선 전의 몇 [%]로 되겠는가 단, 선로의 임피던스는 1선당 0.3+ 70.4[0/107]라 하고 부하 전압은 66000[ ] 로 일정하다고 한다. 선로의 저항 "
추출됨,낮음,최신 송배전공학,송배전공학,542,14.7,word,(의제 14.7 BA 용량 300[ ]의 변압기에서 지상 역률 70[%]의 부하에 300[kVA]S 공,(의제 14.7 BA 용량 300[ ]의 변압기에서 지상 역률 70[%]의 부하에 300[kVA]S 공 급하고 있다. 지금 합성 ABS 90[%]로 개선해서 이 변압기의 전용량까지 공급 하려고 한다. 여기에 소요될 전력용 콘덴서의 용량 및 이때 증가시킬 수 있는 부하,ex-song-0542-01,"BA 용량 300[ ]의 변압기에서 지상 역률 70[%]의 부하에 300[kVA]S 공 급하고 있다. 지금 합성 ABS 90[%]로 개선해서 이 변압기의 전용량까지 공급 하려고 한다. 여기에 소요될 전력용 콘덴서의 용량 및 이때 증가시킬 수 있는 부하 (SBS 지상 70[%])는 얼마인가 전력 콘덴서의 용량 는 식 (14.19)로부터 Q= W008, a - iio, cos, =800 09 f"
추출됨,낮음,최신 송배전공학,송배전공학,546,14.10,word,"(의제 14.10 어느 평형 3상 3선식 배전 선로로 100[ ], 지상 역를 60[%]의 부하에 전력을","(의제 14.10 어느 평형 3상 3선식 배전 선로로 100[ ], 지상 역를 60[%]의 부하에 전력을 공급할 경우 이 선로의 전력 손실률은 12[%]라고 한다. 지금 부하에 병렬로 콘덴서를 설치해서 이 선로의 전력 손실를을 5[%]로 감소",ex-song-0546-01,"어느 평형 3상 3선식 배전 선로로 100[ ], 지상 역를 60[%]의 부하에 전력을 공급할 경우 이 선로의 전력 손실률은 12[%]라고 한다. 지금 부하에 병렬로 콘덴서를 설치해서 이 선로의 전력 손실를을 5[%]로 감소 시키기 위해서는 몇 [의 콘덴서를 필요로 하게 되는가롤 계산하여라."
추출됨,낮음,최신 송배전공학,송배전공학,574,14.14,word,(의제 14.14 [Sie 우리나라 배전 계통의 운용 HO BAS 모으고 있는 배전 자동화 시스,(의제 14.14 [Sie 우리나라 배전 계통의 운용 HO BAS 모으고 있는 배전 자동화 시스 템에 대해서 설명하여라. 배전 설비는 다양하고 방대한 양의 설비가 지역적으로 분산해서 설치되어 있을 뿐만 아,ex-song-0574-01,[Sie 우리나라 배전 계통의 운용 HO BAS 모으고 있는 배전 자동화 시스 템에 대해서 설명하여라.
